"latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","source","raw_row","easting_m","northing_m","month"
-2.25226,114.32695,333.87,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.69,4.53,"D",NA,"nrt",97660,202676.434691052,9750783.59697405,"2026-08"
-2.23324,114.35506,347.52,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.12,8.48,"D",NA,"nrt",97665,205801.550083985,9752893.87174205,"2026-08"
-2.23327,114.324,351.53,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.95,15.14,"D",NA,"nrt",97666,202344.222985701,9752884.29181,"2026-08"
-2.23012,114.31319,340.42,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.12,16.39,"D",NA,"nrt",97668,201140.288864573,9753230.65528028,"2026-08"
-2.10269,114.22346,330.08,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.82,3.11,"D",NA,"nrt",97767,191125.852060708,9767313.77409703,"2026-08"
-2.08921,114.24699,332.85,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",300.05,10.88,"D",NA,"nrt",97771,193742.838926031,9768810.10937517,"2026-08"
-2.0853,114.24121,352.13,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",303.01,10.88,"D",NA,"nrt",97774,193098.587658897,9769241.6618785,"2026-08"
-2.08057,114.24047,333.28,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.5,7.49,"D",NA,"nrt",97776,193015.285461571,9769764.94089915,"2026-08"
-2.08138,114.23546,331.29,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",301.17,10.53,"D",NA,"nrt",97777,192457.669504827,9769674.32868181,"2026-08"
-2.03551,114.24902,331.8,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.54,4.59,"D",NA,"nrt",97784,193958.563830793,9774752.92264172,"2026-08"
-2.03484,114.25017,331.37,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.34,6.47,"D",NA,"nrt",97791,194086.471475039,9774827.28291527,"2026-08"
-2.02226,114.1462,342.11,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",299.02,11.98,"D",NA,"nrt",97795,182508.105706418,9776199.38625439,"2026-08"
-2.01677,114.15041,347.98,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.87,16.91,"D",NA,"nrt",97797,182975.8006769,9776807.78222415,"2026-08"
-2.01755,114.14548,344.39,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.71,14.26,"D",NA,"nrt",97798,182427.021326753,9776720.49773568,"2026-08"
-2.01206,114.1497,355.48,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.69,16.91,"D",NA,"nrt",97799,182895.83361507,9777328.8942995,"2026-08"
-2.01285,114.14477,349.49,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.27,14.26,"D",NA,"nrt",97800,182347.053962911,9777240.50507127,"2026-08"
-2.01442,114.13493,355.01,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",300.76,13.03,"D",NA,"nrt",97801,181251.71431281,9777064.82996922,"2026-08"
-2.00735,114.14898,346.92,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.3,14.8,"D",NA,"nrt",97803,182814.754725149,9777850.00502118,"2026-08"
-2.00814,114.14406,347.97,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.52,15.91,"D",NA,"nrt",97804,182267.086287076,9777761.6196899,"2026-08"
-2.00893,114.13914,355.96,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",302.11,15.91,"D",NA,"nrt",97805,181719.416081111,9777673.231949,"2026-08"
-2.00972,114.13421,356.23,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",303.07,31.86,"D",NA,"nrt",97806,181170.630635303,9777584.83984176,"2026-08"
-2.00343,114.14336,354.56,0.54,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",299.71,15.91,"D",NA,"nrt",97807,182188.233707151,9778282.73684103,"2026-08"
-1.84226,114.53867,338.56,0.58,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.44,24.66,"D",NA,"nrt",97821,226171.586728298,9796185.042584,"2026-08"
-1.87212,114.35177,349.24,0.56,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.61,10.99,"D",NA,"nrt",97822,205369.139708552,9792851.18896423,"2026-08"
-1.83656,114.54319,355.62,0.58,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.1,19.3,"D",NA,"nrt",97823,226673.888358456,9796816.34740184,"2026-08"
-1.64988,114.24415,339.63,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.31,8.37,"D",NA,"nrt",97899,193350.313130399,9817425.72481958,"2026-08"
-1.52169,114.40537,331.2,0.58,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",294.36,2.75,"D",NA,"nrt",97988,211284.558372569,9831633.44842656,"2026-08"
-1.39187,114.2973,345.38,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.95,7.91,"D",NA,"nrt",98060,199233.118923964,9845983.83423223,"2026-08"
-1.3896,114.28111,339.81,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.49,9.57,"D",NA,"nrt",98062,197429.78689499,9846232.94956676,"2026-08"
-1.3932,114.29522,330.57,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.93,7.56,"D",NA,"nrt",98094,199001.644502955,9845836.39781159,"2026-08"
-1.39001,114.28415,330.47,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.01,3.3,"D",NA,"nrt",98098,197768.398973342,9846187.97042834,"2026-08"
-1.38521,114.28342,332.12,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.73,3.3,"D",NA,"nrt",98099,197686.489838444,9846719.02443209,"2026-08"
-1.37325,114.26567,336.49,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.78,9.45,"D",NA,"nrt",98112,195708.162649339,9848040.21176029,"2026-08"
-1.32614,114.25314,351.13,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.12,38.68,"D",NA,"nrt",98131,194306.788652977,9853251.73382273,"2026-08"
-1.34727,114.12128,341.87,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.11,28.8,"D",NA,"nrt",98132,179622.921136288,9850896.55337651,"2026-08"
-1.34809,114.11617,337.3,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",299.31,24.96,"D",NA,"nrt",98133,179053.84614783,9850805.12909645,"2026-08"
-1.32343,114.14845,343.6,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",300.59,36.21,"D",NA,"nrt",98135,182646.173440431,9853538.45055155,"2026-08"
-1.32425,114.14338,333.36,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.63,16.38,"D",NA,"nrt",98136,182081.559021878,9853447.05176829,"2026-08"
-1.31868,114.14767,341.75,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.43,36.21,"D",NA,"nrt",98137,182558.689912876,9854064.02606048,"2026-08"
-1.3195,114.14261,337.84,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",295.34,16.38,"D",NA,"nrt",98138,181995.187533511,9853972.63065247,"2026-08"
-1.30999,114.14114,333.77,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.66,7.27,"D",NA,"nrt",98139,181830.245649027,9855024.90601682,"2026-08"
-1.30523,114.14043,350.38,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.81,25.55,"D",NA,"nrt",98140,181750.561446773,9855551.60117168,"2026-08"
-1.32344,114.14544,350.78,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",303.65,37.81,"D",NA,"nrt",98144,182310.907896178,9853536.95795574,"2026-08"
-1.31869,114.14466,341.15,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.5,37.81,"D",NA,"nrt",98145,182223.423495725,9854062.53474249,"2026-08"
-1.31394,114.1439,341.31,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.02,8.17,"D",NA,"nrt",98147,182138.168578943,9854588.11475324,"2026-08"
-1.30995,114.13815,339.33,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.55,8.17,"D",NA,"nrt",98149,181497.197535495,9855028.95236534,"2026-08"
-1.30442,114.14244,338.21,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.68,13.2,"D",NA,"nrt",98153,181974.344756625,9855641.49772603,"2026-08"
-1.3052,114.13741,342.69,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.62,13.2,"D",NA,"nrt",98154,181414.172190971,9855554.53830868,"2026-08"
-1.23117,114.20432,356.78,0.56,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.54,19.84,"D",NA,"nrt",98176,188857.942591751,9863755.31358478,"2026-08"
-1.20556,114.21114,342.11,0.56,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.87,5.98,"D",NA,"nrt",98185,189614.635425699,9866590.17317947,"2026-08"
-1.20598,114.21292,343.96,0.57,0.52,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.58,9.68,"D",NA,"nrt",98202,189812.944965496,9866543.8981912,"2026-08"
-1.15348,114.11078,340.64,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.09,8.58,"D",NA,"nrt",98214,178429.744905752,9872342.30829681,"2026-08"
-1.11289,114.12062,341.62,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.08,12.1,"D",NA,"nrt",98241,179521.398557646,9876835.55734491,"2026-08"
-1.11313,114.11761,339.8,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",296.78,7.58,"D",NA,"nrt",98316,179186.123357886,9876808.66850016,"2026-08"
-0.94962,113.98077,342.56,0.55,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",298.44,13.81,"D",NA,"nrt",98396,163924.592056766,9894891.50432115,"2026-08"
-0.82722,114.04301,340.59,0.56,0.51,2026-08-20,"0631","SNPP","SNPP","n","2.0NRT",297.02,9.09,"D",NA,"nrt",98423,170848.037297844,9908444.56403221,"2026-08"
-0.82229,113.97407,305.65,0.56,0.52,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.08,1.6,"N",NA,"nrt",98848,163166.586877923,9908984.44874644,"2026-08"
-1.23752,114.33199,317.36,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.32,1.49,"N",NA,"nrt",98905,203078.12151815,9863067.25703586,"2026-08"
-1.26625,114.00278,345.35,0.55,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.89,38.74,"N",NA,"nrt",98911,166412.300999636,9859848.15272522,"2026-08"
-1.26704,114.00774,304.04,0.55,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.88,7.35,"N",NA,"nrt",98912,166964.950918916,9859761.35246999,"2026-08"
-1.26744,114.00512,342.8,0.55,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.85,35.92,"N",NA,"nrt",98916,166673.13196991,9859716.74190402,"2026-08"
-1.27215,114.00433,314.39,0.55,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.89,3.37,"N",NA,"nrt",98918,166585.729766332,9859195.32447569,"2026-08"
-1.30888,114.14002,306.57,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.45,2.36,"N",NA,"nrt",98919,181705.353594709,9855147.60643391,"2026-08"
-1.31435,114.14416,321.83,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.72,2.89,"N",NA,"nrt",98920,182167.180599899,9854542.77365172,"2026-08"
-1.31901,114.14338,323.26,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.4,2.89,"N",NA,"nrt",98921,182080.891596097,9854026.9569952,"2026-08"
-1.32368,114.14258,339.33,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.24,8.36,"N",NA,"nrt",98922,181992.378531533,9853510.0303334,"2026-08"
-1.32446,114.14742,318.58,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.6,8.36,"N",NA,"nrt",98923,182531.578920437,9853424.32993945,"2026-08"
-1.36022,114.27988,302.72,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",290.47,0.71,"N",NA,"nrt",98924,197289.097285752,9849483.86683293,"2026-08"
-1.36635,114.31782,307.68,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292,1.16,"N",NA,"nrt",98925,201515.164744275,9848810.29869796,"2026-08"
-1.36562,114.28391,307.05,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.79,1.17,"N",NA,"nrt",98926,197738.591910226,9848886.83197687,"2026-08"
-1.36638,114.28865,305.16,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.07,1.17,"N",NA,"nrt",98927,198266.576679642,9848803.33031512,"2026-08"
-1.37096,114.3171,303.84,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.18,0.94,"N",NA,"nrt",98928,201435.551990993,9848300.10041878,"2026-08"
-1.37024,114.28314,304.11,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.85,1.17,"N",NA,"nrt",98929,197653.416611651,9848375.50541881,"2026-08"
-1.34854,114.11838,339.29,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.29,6.23,"N",NA,"nrt",98930,179300.068450144,9850755.61860308,"2026-08"
-1.39174,114.29906,320.16,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.15,2.73,"N",NA,"nrt",98931,199429.108072136,9845998.44397238,"2026-08"
-1.46865,114.48511,304.05,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.38,1.14,"N",NA,"nrt",98944,220156.663054186,9837512.20483018,"2026-08"
-1.51291,114.41164,303.22,0.51,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.38,1.08,"N",NA,"nrt",98949,211981.562958126,9832605.74461646,"2026-08"
-1.52131,114.40552,307.3,0.51,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.57,1.72,"N",NA,"nrt",98951,211301.210395938,9831675.51356898,"2026-08"
-1.52043,114.25116,338.55,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.24,3.72,"N",NA,"nrt",98952,194111.908416183,9831751.59824928,"2026-08"
-1.51851,114.24968,334.89,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.16,5.59,"N",NA,"nrt",98957,193946.817653489,9831963.85344183,"2026-08"
-1.83831,114.54414,304.4,0.5,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.13,1.38,"N",NA,"nrt",99008,226779.909509642,9796622.88456354,"2026-08"
-1.82382,114.05466,305.29,0.54,0.51,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.95,0.81,"N",NA,"nrt",99017,172277.270295368,9798144.14103461,"2026-08"
-1.87761,114.35178,301.76,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.68,0.56,"N",NA,"nrt",99018,205371.172327283,9792243.72244292,"2026-08"
-1.94229,114.49113,311.31,0.5,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.57,1.29,"N",NA,"nrt",99021,220895.302760059,9785110.56038659,"2026-08"
-2.00035,114.15692,306.93,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.82,13.66,"N",NA,"nrt",99039,183697.490014225,9778626.2225267,"2026-08"
-2.00267,114.14191,334.43,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.85,7.22,"N",NA,"nrt",99040,182026.634617048,9778366.5640578,"2026-08"
-2.00344,114.14668,323.24,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.02,7.44,"N",NA,"nrt",99041,182557.904999284,9778282.27465052,"2026-08"
-2.00421,114.15144,340.36,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.04,7.44,"N",NA,"nrt",99042,183088.059271604,9778197.98246164,"2026-08"
-2.00497,114.15619,367,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",299.92,13.66,"N",NA,"nrt",99043,183617.095529508,9778114.79417969,"2026-08"
-2.00574,114.16093,354.91,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.47,13.66,"N",NA,"nrt",99044,184145.017641012,9778030.49644035,"2026-08"
-2.00729,114.14117,335.98,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.75,9.48,"N",NA,"nrt",99046,181945.13145671,9777855.12614133,"2026-08"
-2.00806,114.14593,344.38,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.81,21.89,"N",NA,"nrt",99047,182475.287609015,9777770.83710411,"2026-08"
-2.00882,114.1507,367,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",303.05,21.89,"N",NA,"nrt",99048,183006.552637152,9777687.65585526,"2026-08"
-2.00959,114.15544,357.06,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",307.48,30.42,"N",NA,"nrt",99049,183534.476602754,9777603.36124434,"2026-08"
-2.01035,114.16019,346.13,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.11,30.42,"N",NA,"nrt",99050,184063.509466298,9777520.17441419,"2026-08"
-2.00652,114.13642,317.69,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.65,9.48,"N",NA,"nrt",99051,181416.086123092,9777939.41628811,"2026-08"
-2.01038,114.1309,335.49,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.01,10.1,"N",NA,"nrt",99054,180802.200524238,9777511.14976006,"2026-08"
-2.01115,114.13567,367,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",300.46,9.48,"N",NA,"nrt",99055,181333.474678096,9777426.8666826,"2026-08"
-2.01191,114.14043,343.36,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.43,9.48,"N",NA,"nrt",99056,181863.630765558,9777343.6875033,"2026-08"
-2.01268,114.14519,344.47,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.58,21.89,"N",NA,"nrt",99057,182393.786145071,9777259.40077735,"2026-08"
-2.01344,114.14993,367,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",301.19,21.89,"N",NA,"nrt",99058,182921.71004035,9777176.21599939,"2026-08"
-2.0142,114.15468,334.49,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.04,30.42,"N",NA,"nrt",99059,183450.744762027,9777093.03231994,"2026-08"
-2.01577,114.13493,340.14,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.98,5.63,"N",NA,"nrt",99060,181251.977236989,9776915.42500622,"2026-08"
-2.01653,114.13968,330.46,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.83,5.63,"N",NA,"nrt",99061,181781.019086969,9776832.24618581,"2026-08"
-2.0173,114.14443,323.22,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.86,8.61,"N",NA,"nrt",99062,182310.060242605,9776747.95981963,"2026-08"
-2.01806,114.14918,367,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",299.46,8.61,"N",NA,"nrt",99063,182839.09681835,9776664.77929905,"2026-08"
-2.01882,114.15394,327.71,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.53,6.64,"N",NA,"nrt",99064,183369.244206133,9776581.59987352,"2026-08"
-2.01501,114.13017,313.1,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.76,3.31,"N",NA,"nrt",99065,180721.819277498,9776998.60101417,"2026-08"
-2.02191,114.14368,327.68,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.3,8.61,"N",NA,"nrt",99067,182227.448321503,9776237.62677598,"2026-08"
-2.02268,114.14844,332.96,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.21,8.61,"N",NA,"nrt",99068,182757.599512725,9776153.34382626,"2026-08"
-2.02115,114.13893,318.85,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.07,5.63,"N",NA,"nrt",99072,181698.409885608,9776320.80413618,"2026-08"
-2.02653,114.14294,306.77,0.53,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.24,1.76,"N",NA,"nrt",99073,182145.954267483,9775726.18827177,"2026-08"
-2.06837,114.2304,305.11,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.68,1.6,"N",NA,"nrt",99087,191891.806004139,9771113.04321593,"2026-08"
-2.07832,114.2336,315.5,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.74,3.9,"N",NA,"nrt",99089,192249.997724252,9770012.58804331,"2026-08"
-2.07985,114.24289,316.35,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.39,3.35,"N",NA,"nrt",99090,193284.568683634,9769845.08745475,"2026-08"
-2.08367,114.23751,323.14,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.71,3.66,"N",NA,"nrt",99095,192686.344541654,9769421.31594737,"2026-08"
-2.08444,114.24215,333.02,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.55,8.91,"N",NA,"nrt",99096,193203.072281912,9769337.0131215,"2026-08"
-2.08596,114.25137,339.29,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.63,4.67,"N",NA,"nrt",99097,194229.836661032,9769170.60639628,"2026-08"
-2.08291,114.23285,310.17,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.68,3.66,"N",NA,"nrt",99101,192167.38962408,9769504.50739071,"2026-08"
-2.08902,114.2414,350.05,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.79,8.91,"N",NA,"nrt",99103,193120.463012966,9768830.04273929,"2026-08"
-2.08978,114.24603,347.74,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",296.99,8.91,"N",NA,"nrt",99104,193636.072227479,9768746.8458706,"2026-08"
-2.08825,114.23676,317.61,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.9,3.66,"N",NA,"nrt",99109,192603.736077588,9768914.3433885,"2026-08"
-2.09053,114.25063,312.85,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.75,4.67,"N",NA,"nrt",99110,194148.337145271,9768664.74887505,"2026-08"
-2.10506,114.22441,309.7,0.52,0.5,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.57,2.62,"N",NA,"nrt",99111,191232.083987951,9767051.69359542,"2026-08"
-2.2317,114.66616,326.29,0.48,0.48,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.09,3.39,"N",NA,"nrt",99118,240425.642369622,9753122.89161939,"2026-08"
-2.23239,114.6705,305.4,0.48,0.48,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.15,0.91,"N",NA,"nrt",99120,240908.734145868,9753047.32721065,"2026-08"
-2.23402,114.66355,308.95,0.48,0.48,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",291.84,1.79,"N",NA,"nrt",99123,240135.599429368,9752865.78263162,"2026-08"
-2.23474,114.66788,316.45,0.48,0.48,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.16,1.79,"N",NA,"nrt",99124,240617.584043105,9752786.89925569,"2026-08"
-2.22977,114.33011,354.09,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",298.25,8.46,"N",NA,"nrt",99142,203023.639533501,9753272.81213332,"2026-08"
-2.23052,114.33468,333.11,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.71,6.26,"N",NA,"nrt",99143,203532.487275006,9753190.74539026,"2026-08"
-2.23126,114.33926,334.73,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.62,6.26,"N",NA,"nrt",99144,204042.443767742,9753109.78620761,"2026-08"
-2.23201,114.34383,329.17,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",294.62,10.31,"N",NA,"nrt",99145,204551.286784768,9753027.71751971,"2026-08"
-2.23275,114.34839,350.43,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.33,10.31,"N",NA,"nrt",99146,205059.01234189,9752946.75235851,"2026-08"
-2.2335,114.35295,367,0.5,0.49,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",296.84,8.3,"N",NA,"nrt",99147,205566.737553919,9752864.67971953,"2026-08"
-2.22829,114.32099,307.02,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.83,2.1,"N",NA,"nrt",99153,202008.16724626,9753434.73370934,"2026-08"
-2.22903,114.32555,316.08,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",293.88,8.46,"N",NA,"nrt",99154,202515.904566796,9753353.77340519,"2026-08"
-2.23424,114.35751,309.22,0.5,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.67,8.3,"N",NA,"nrt",99155,206074.458433665,9752783.71260995,"2026-08"
-2.23134,114.31109,348.77,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.98,13.12,"N",NA,"nrt",99157,200906.775908354,9753095.23034148,"2026-08"
-2.23209,114.31568,367,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",299.18,20.77,"N",NA,"nrt",99158,201417.858490581,9753013.17362244,"2026-08"
-2.23283,114.32026,367,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","h","2.0NRT",299.54,20.77,"N",NA,"nrt",99159,201927.823527447,9752932.22042914,"2026-08"
-2.23358,114.32482,352.31,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",297.83,7.02,"N",NA,"nrt",99160,202435.561947212,9752850.15567365,"2026-08"
-2.23432,114.32937,345.6,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",295.66,7.02,"N",NA,"nrt",99161,202942.18287109,9752769.1944549,"2026-08"
-2.23506,114.33395,310.85,0.51,0.49,2026-08-20,"1730","SNPP","SNPP","n","2.0NRT",292.8,2.47,"N",NA,"nrt",99163,203452.140806103,9752688.2383338,"2026-08"
