"field","missing"
"latitude",0
"longitude",0
"brightness",0
"scan",0
"track",0
"acq_date",0
"acq_time",0
"satellite",0
"instrument",0
"confidence",0
"version",0
"bright_t31",0
"frp",0
"daynight",0
"type",179073
"source",0
"raw_row",0
