latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.00162,121.43254,331.17,0.45,0.39,2026-01-01,0513,SNPP,SNPP,n,2,274.52,5.97,D,2
-2.82495,122.15535,325.03,0.43,0.38,2026-01-01,0513,SNPP,SNPP,n,2,284.03,2.69,D,2
-3.90177,122.41608,331.7,0.43,0.38,2026-01-01,0513,SNPP,SNPP,n,2,292.7,4.89,D,2
-2.00883,121.43346,330.28,0.45,0.39,2026-01-01,0513,SNPP,SNPP,n,2,270.03,3.66,D,2
-3.87198,122.39979,329.26,0.43,0.38,2026-01-01,0513,SNPP,SNPP,n,2,289.53,4.43,D,2
-1.40588,121.77396,339.42,0.43,0.38,2026-01-01,0514,SNPP,SNPP,n,2,285.67,3.49,D,0
-1.38116,122.48197,340.62,0.41,0.37,2026-01-01,0514,SNPP,SNPP,n,2,294.1,5.53,D,2
-0.99972,121.9364,329.34,0.42,0.38,2026-01-01,0514,SNPP,SNPP,n,2,291.91,3.21,D,0
-1.08512,121.48915,330.42,0.44,0.38,2026-01-01,0514,SNPP,SNPP,n,2,297.22,12.86,D,0
-1.22671,121.57961,331.75,0.44,0.38,2026-01-01,0514,SNPP,SNPP,n,2,289.28,3.96,D,0
-1.08454,121.49303,329.78,0.44,0.38,2026-01-01,0514,SNPP,SNPP,n,2,296.77,10.47,D,0
-3.6671,105.76851,351.14,0.48,0.48,2026-01-01,0654,SNPP,SNPP,n,2,285.64,15.56,D,0
0.48111,128.00238,317.15,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.9,2.45,N,2
0.48035,128.00703,305.64,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.29,2.45,N,2
0.51144,127.89274,304.4,0.51,0.66,2026-01-01,1614,SNPP,SNPP,n,2,283.57,1.43,N,2
0.51032,127.89371,309.68,0.51,0.66,2026-01-01,1614,SNPP,SNPP,n,2,283.82,2.64,N,2
0.4897,127.98627,312.24,0.51,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.67,1.85,N,2
0.48365,127.98483,302.84,0.51,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.03,1.85,N,2
0.48296,127.98933,304.13,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.26,1.85,N,2
0.48224,127.99402,312.55,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.66,3,N,2
0.48151,127.99874,311.28,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.26,3,N,2
0.48079,128.00342,319.02,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.5,3.79,N,2
0.51065,127.89761,309.23,0.51,0.66,2026-01-01,1614,SNPP,SNPP,n,2,284.18,1.43,N,2
0.49013,127.98533,313.59,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.42,2.65,N,2
0.48263,127.99295,314.09,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.96,2.88,N,2
0.48187,127.99767,310.57,0.5,0.66,2026-01-01,1614,SNPP,SNPP,n,2,285.29,2.88,N,2
-3.75077,138.7101,295.77,0.39,0.36,2026-01-01,1615,SNPP,SNPP,n,2,284.59,0.43,N,0
2.7802,125.41643,302.19,0.51,0.66,2026-01-01,1754,SNPP,SNPP,n,2,270.55,1.05,N,0
-1.37961,122.48036,312.36,0.37,0.58,2026-01-01,1755,SNPP,SNPP,n,2,273.03,1.81,N,2
-1.38499,122.47952,297.81,0.37,0.58,2026-01-01,1755,SNPP,SNPP,n,2,273.37,1.48,N,0
-1.38159,122.48073,315.28,0.37,0.58,2026-01-01,1755,SNPP,SNPP,n,2,273.68,1.61,N,2
-1.57162,103.68935,303.34,0.4,0.6,2026-01-01,1756,SNPP,SNPP,n,2,277.17,0.55,N,0
-1.57655,103.68481,300.64,0.4,0.6,2026-01-01,1756,SNPP,SNPP,n,2,276.44,0.53,N,0
-2.10284,103.79836,304.77,0.38,0.59,2026-01-01,1756,SNPP,SNPP,n,2,279.5,0.48,N,0
-8.2697,123.51004,317.89,0.55,0.68,2026-01-01,1757,SNPP,SNPP,n,2,275.1,2.66,N,1
-8.27625,123.51083,316.47,0.55,0.68,2026-01-01,1757,SNPP,SNPP,n,2,272.82,3.29,N,1
-7.70321,108.99493,301.45,0.45,0.39,2026-01-01,1757,SNPP,SNPP,n,2,267.42,1.42,N,2
-8.9252,116.7621,295.37,0.4,0.44,2026-01-01,1757,SNPP,SNPP,n,2,265.4,0.37,N,0
-2.57522,121.38699,331.55,0.61,0.53,2026-01-02,0454,SNPP,SNPP,n,2,281.61,11.67,D,2
-4.00151,121.76614,325.84,0.6,0.53,2026-01-02,0454,SNPP,SNPP,n,2,268.47,5.28,D,0
-2.57599,121.38167,341.31,0.61,0.53,2026-01-02,0454,SNPP,SNPP,n,2,283.18,12.86,D,2
-2.57882,121.38525,330.79,0.61,0.53,2026-01-02,0454,SNPP,SNPP,n,2,281.12,6.3,D,2
-2.57385,121.38478,344.1,0.61,0.53,2026-01-02,0454,SNPP,SNPP,n,2,283.17,15.79,D,2
-2.30677,121.66445,338.09,0.57,0.52,2026-01-02,0454,SNPP,SNPP,n,2,278.64,6.35,D,0
-2.3076,121.65896,328.46,0.58,0.52,2026-01-02,0454,SNPP,SNPP,n,2,279.23,6.35,D,0
-2.01039,121.43482,325.11,0.59,0.53,2026-01-02,0455,SNPP,SNPP,n,2,290.92,4.87,D,2
-2.01284,121.41875,325.88,0.59,0.53,2026-01-02,0455,SNPP,SNPP,n,2,289.49,6.57,D,2
-2.00551,121.4342,329.32,0.59,0.53,2026-01-02,0455,SNPP,SNPP,n,2,290.8,4.87,D,2
-2.00793,121.41827,340.59,0.59,0.53,2026-01-02,0455,SNPP,SNPP,n,2,288.44,6.57,D,2
-2.00054,121.43414,334.86,0.59,0.53,2026-01-02,0455,SNPP,SNPP,n,2,291.13,8.76,D,2
-1.10757,119.94984,355.85,0.36,0.58,2026-01-02,0455,SNPP,SNPP,n,2,285.39,6.78,D,0
-1.89451,112.10028,332.62,0.33,0.55,2026-01-02,0635,SNPP,SNPP,n,2,282.47,2.3,D,0
1.057,117.63595,306.45,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,287.47,0.69,N,0
1.05365,117.63544,313.92,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,287.85,1.33,N,0
0.69224,117.55018,311.58,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,288.56,1.01,N,2
0.69168,117.55369,310.92,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,288.32,1.4,N,2
0.68889,117.54967,309.73,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,288.54,0.92,N,2
0.68778,117.55669,314.08,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,289.24,1.82,N,2
0.68387,117.55968,326.98,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,289.3,1.51,N,2
0.68332,117.56319,306.85,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,288.9,1.51,N,2
0.67606,117.56567,321.16,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,289.36,1.98,N,2
0.68493,117.46614,302.81,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,285.43,0.83,N,2
0.67655,117.47566,304.87,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,284.67,0.56,N,0
0.09766,117.47562,313.87,0.39,0.36,2026-01-02,1736,SNPP,SNPP,n,2,280.37,1.88,N,2
-8.27264,123.507,310.66,0.52,0.5,2026-01-02,1738,SNPP,SNPP,n,2,268.98,1.48,N,1
-8.27159,123.51132,297.15,0.52,0.5,2026-01-02,1738,SNPP,SNPP,n,2,268.25,0.58,N,1
-3.95636,138.65445,331.16,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,285.78,5.64,D,0
-3.96069,138.62769,332.62,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,289.1,5,D,0
-3.9536,138.62256,333.74,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,289.6,4.13,D,0
-3.9548,138.65613,331.79,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,285.19,5.26,D,0
-3.95972,138.62465,333.3,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,287.55,4.67,D,0
-3.95188,138.62424,337.4,0.53,0.42,2026-01-03,0434,SNPP,SNPP,n,2,289.34,6.08,D,0
-3.81273,138.59747,334.85,0.53,0.42,2026-01-03,0435,SNPP,SNPP,n,2,292.14,7.65,D,0
-3.80884,138.59703,333.18,0.53,0.42,2026-01-03,0435,SNPP,SNPP,n,2,288.55,6.1,D,0
-3.86848,136.39494,343.39,0.42,0.38,2026-01-03,0435,SNPP,SNPP,n,2,285.84,7.93,D,0
-9.69436,119.07819,338.5,0.34,0.56,2026-01-03,0614,SNPP,SNPP,n,2,289.95,3.34,D,0
-0.01375,111.65797,332.21,0.49,0.4,2026-01-03,0617,SNPP,SNPP,n,2,287.91,2.58,D,0
-1.38111,122.47997,306,0.39,0.36,2026-01-03,1717,SNPP,SNPP,n,2,270.45,0.96,N,2
-3.87014,122.40305,304.78,0.38,0.36,2026-01-03,1718,SNPP,SNPP,n,2,279.55,0.93,N,2
-3.87068,122.40651,305.66,0.38,0.36,2026-01-03,1718,SNPP,SNPP,n,2,279.22,1.03,N,2
-3.87182,122.39218,299.78,0.38,0.36,2026-01-03,1718,SNPP,SNPP,n,2,273.4,0.58,N,2
-3.90276,122.41563,307.28,0.38,0.36,2026-01-03,1718,SNPP,SNPP,n,2,280.51,1.16,N,2
-3.90331,122.41909,311.73,0.38,0.36,2026-01-03,1718,SNPP,SNPP,n,2,280.97,1.16,N,2
-8.27235,123.50621,317.83,0.42,0.38,2026-01-03,1719,SNPP,SNPP,n,2,275.68,1.57,N,1
1.6717,101.47801,296.63,0.47,0.4,2026-01-03,1858,SNPP,SNPP,n,2,268.71,0.56,N,2
-9.95306,120.74319,341.74,0.42,0.45,2026-01-04,0555,SNPP,SNPP,n,2,292.8,7.06,D,0
-3.92619,120.23332,344.48,0.49,0.48,2026-01-04,0557,SNPP,SNPP,n,2,279.44,7.39,D,0
-3.92381,120.23395,340.34,0.49,0.49,2026-01-04,0557,SNPP,SNPP,n,2,280.85,9.16,D,0
-2.01063,121.42191,330.85,0.63,0.54,2026-01-04,0557,SNPP,SNPP,n,2,285.72,4.43,D,2
-2.01124,121.42097,332.07,0.63,0.54,2026-01-04,0557,SNPP,SNPP,n,2,286.29,8.87,D,2
-1.04658,119.88485,338.84,0.51,0.5,2026-01-04,0558,SNPP,SNPP,n,2,284.22,5.21,D,0
1.49359,127.63391,306.77,0.39,0.36,2026-01-04,1658,SNPP,SNPP,n,2,272.1,1.07,N,1
0.51212,127.89319,296.33,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,268.06,0.42,N,2
0.51157,127.89663,303.45,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,269.03,1.02,N,2
0.49077,127.98508,303.71,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,265.02,0.79,N,2
0.48909,127.97424,295.62,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,263.7,0.29,N,2
0.48746,127.98457,300.83,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,266.1,0.63,N,2
0.48691,127.98801,296.7,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,266.21,0.63,N,2
0.48359,127.98749,296.15,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,266.33,0.63,N,2
0.48087,128.0047,299.7,0.38,0.36,2026-01-04,1658,SNPP,SNPP,n,2,260.77,0.37,N,2
-8.27036,123.50344,322.76,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,269.35,1.12,N,1
-8.27099,123.50731,308.71,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,268.88,0.74,N,1
-8.27031,123.50391,328.08,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,268.95,1.94,N,1
-8.27094,123.50771,298,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,268.14,1.73,N,1
-8.27378,123.50311,323.07,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,265.72,1.27,N,1
-8.27442,123.50697,318.98,0.43,0.38,2026-01-04,1700,SNPP,SNPP,n,2,264.21,1.77,N,1
1.37326,100.52634,302.64,0.43,0.38,2026-01-04,1839,SNPP,SNPP,n,2,284.47,0.67,N,0
0.44148,101.8934,303.26,0.39,0.36,2026-01-04,1839,SNPP,SNPP,n,2,286.62,0.95,N,2
-2.10235,103.79797,300.99,0.41,0.37,2026-01-04,1840,SNPP,SNPP,n,2,281.76,0.5,N,0
-8.38165,117.87404,330.03,0.4,0.37,2026-01-05,0537,SNPP,SNPP,l,2,298.86,9.1,D,0
-4.25559,122.38194,333.78,0.5,0.41,2026-01-05,0538,SNPP,SNPP,n,2,281.36,6.16,D,0
-4.1503,122.26515,338.61,0.5,0.41,2026-01-05,0538,SNPP,SNPP,n,2,284.56,17.64,D,0
-3.9714,122.25291,327.81,0.5,0.41,2026-01-05,0538,SNPP,SNPP,n,2,282.58,6.95,D,0
-3.97489,122.25093,332.74,0.5,0.41,2026-01-05,0538,SNPP,SNPP,n,2,282.22,3.98,D,0
-3.90263,122.41647,326.92,0.51,0.41,2026-01-05,0538,SNPP,SNPP,n,2,279.29,3.7,D,2
-4.00484,121.76779,329.7,0.47,0.4,2026-01-05,0538,SNPP,SNPP,n,2,289.02,4.28,D,0
-3.91182,120.30806,333.55,0.41,0.37,2026-01-05,0538,SNPP,SNPP,n,2,285.14,2.56,D,0
-3.83626,120.18645,341.91,0.41,0.37,2026-01-05,0538,SNPP,SNPP,n,2,285.68,6.12,D,0
-3.81965,120.04559,331.71,0.4,0.37,2026-01-05,0538,SNPP,SNPP,n,2,287.46,1.92,D,0
-3.78163,120.02123,330.69,0.4,0.37,2026-01-05,0538,SNPP,SNPP,n,2,286.25,2.39,D,0
-2.82457,122.1559,326.43,0.51,0.41,2026-01-05,0538,SNPP,SNPP,n,2,288.89,3.42,D,2
-2.57767,121.38438,346.32,0.47,0.39,2026-01-05,0538,SNPP,SNPP,n,2,285.56,41.97,D,2
-2.57833,121.38011,337.87,0.47,0.39,2026-01-05,0538,SNPP,SNPP,n,2,281.3,8.71,D,2
-2.57405,121.38374,340.23,0.47,0.39,2026-01-05,0538,SNPP,SNPP,n,2,279.84,13.8,D,2
-2.5747,121.37949,330.8,0.47,0.39,2026-01-05,0538,SNPP,SNPP,n,2,279.22,5.09,D,2
-2.00972,121.42097,327.21,0.48,0.4,2026-01-05,0539,SNPP,SNPP,n,2,268.74,4.97,D,2
0.03978,117.42007,336.68,0.38,0.36,2026-01-05,0539,SNPP,SNPP,n,2,274.83,3.75,D,0
0.72652,117.19962,338.34,0.38,0.36,2026-01-05,0539,SNPP,SNPP,n,2,284,4.93,D,0
0.71054,117.05026,333.29,0.39,0.36,2026-01-05,0539,SNPP,SNPP,n,2,284.26,3.51,D,0
0.72472,117.07639,329.27,0.38,0.36,2026-01-05,0539,SNPP,SNPP,n,2,284.79,2.62,D,0
0.79898,117.01131,337.19,0.39,0.36,2026-01-05,0540,SNPP,SNPP,n,2,281.34,3.16,D,0
2.01983,117.0566,331.85,0.38,0.36,2026-01-05,0540,SNPP,SNPP,n,2,275.51,1.76,D,0
-1.47982,100.7024,344.93,0.63,0.54,2026-01-05,0720,SNPP,SNPP,n,2,288.94,16.21,D,0
1.21336,97.36359,332.51,0.42,0.45,2026-01-05,0721,SNPP,SNPP,n,2,289.81,3.04,D,0
2.13674,98.51589,337.26,0.51,0.49,2026-01-05,0721,SNPP,SNPP,n,2,292.05,3.71,D,0
3.94599,96.69251,338.4,0.41,0.45,2026-01-05,0722,SNPP,SNPP,n,2,293.52,4.58,D,0
4.38173,96.33263,338.42,0.4,0.44,2026-01-05,0722,SNPP,SNPP,n,2,293.55,3.91,D,0
4.38487,96.33133,340.96,0.4,0.44,2026-01-05,0722,SNPP,SNPP,n,2,294.44,5.42,D,0
4.39664,95.98923,329.49,0.57,0.43,2026-01-05,0722,SNPP,SNPP,n,2,293.92,3.23,D,0
0.48956,127.9837,295.2,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,262.47,1.37,N,2
0.48481,127.98798,301.71,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,264.45,1.37,N,2
0.48401,127.99313,305.75,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,267.6,1.56,N,2
0.48321,127.99833,299.95,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,266.8,1.56,N,2
0.48241,128.00345,307.01,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,266.32,1.93,N,2
0.48004,127.9924,295.24,0.57,0.43,2026-01-05,1639,SNPP,SNPP,n,2,264.58,1.03,N,2
-1.8165,136.75037,330.95,0.55,0.42,2026-01-05,1639,SNPP,SNPP,n,2,286.7,4.02,N,2
-8.27081,123.50336,355.09,0.54,0.51,2026-01-05,1642,SNPP,SNPP,n,2,271.75,6.92,N,1
-8.26944,123.49537,298.24,0.54,0.51,2026-01-05,1642,SNPP,SNPP,n,2,266.18,3.34,N,0
-8.27163,123.50807,297.24,0.54,0.51,2026-01-05,1642,SNPP,SNPP,n,2,265.31,6.92,N,1
-8.27527,123.50116,299.63,0.54,0.51,2026-01-05,1642,SNPP,SNPP,n,2,263.72,1,N,1
-7.3136,107.76671,308.31,0.42,0.38,2026-01-05,1822,SNPP,SNPP,n,2,283.43,0.86,N,0
-7.70272,108.99485,324.44,0.48,0.4,2026-01-05,1822,SNPP,SNPP,n,2,289.09,4.49,N,2
-7.7019,108.99683,320.72,0.48,0.4,2026-01-05,1822,SNPP,SNPP,n,2,289.91,3.28,N,2
-4.18669,122.28067,342.95,0.39,0.36,2026-01-06,0519,SNPP,SNPP,n,2,294.32,17.18,D,0
-2.00026,121.43143,333.22,0.4,0.37,2026-01-06,0520,SNPP,SNPP,n,2,274.2,2.57,D,2
-1.5774,122.1254,332.78,0.39,0.36,2026-01-06,0520,SNPP,SNPP,n,2,281.7,3.54,D,0
-1.38087,122.48057,332.79,0.38,0.36,2026-01-06,0520,SNPP,SNPP,n,2,287.36,3.37,D,2
-7.69564,108.99822,329.43,0.43,0.62,2026-01-06,0659,SNPP,SNPP,n,2,288.82,5.21,D,2
-7.70163,108.99601,326.92,0.43,0.62,2026-01-06,0659,SNPP,SNPP,n,2,289.1,2.89,D,2
-7.69519,108.99896,327.88,0.43,0.62,2026-01-06,0659,SNPP,SNPP,n,2,288.51,2.89,D,2
-4.54272,103.2256,340.14,0.4,0.44,2026-01-06,0700,SNPP,SNPP,n,2,291.39,3.82,D,0
-4.20697,102.83342,331.87,0.39,0.44,2026-01-06,0700,SNPP,SNPP,n,2,279.34,3.27,D,0
-3.82132,102.33694,330.17,0.55,0.42,2026-01-06,0701,SNPP,SNPP,n,2,295.86,3.6,D,0
-3.23333,103.45329,333.93,0.44,0.46,2026-01-06,0701,SNPP,SNPP,n,2,284.47,4.71,D,0
-3.38619,102.23055,333.04,0.55,0.42,2026-01-06,0701,SNPP,SNPP,n,2,291.97,2.55,D,0
-3.01749,103.29091,331.28,0.43,0.46,2026-01-06,0701,SNPP,SNPP,n,2,280.87,2.31,D,0
-2.9792,101.61217,334.38,0.51,0.41,2026-01-06,0701,SNPP,SNPP,n,2,296.29,3.03,D,0
-2.63207,101.36729,330.18,0.5,0.41,2026-01-06,0701,SNPP,SNPP,n,2,293.12,3,D,0
-2.2384,103.09059,341.94,0.43,0.46,2026-01-06,0701,SNPP,SNPP,n,2,293.57,25.9,D,0
-2.23828,103.09403,341.98,0.43,0.46,2026-01-06,0701,SNPP,SNPP,n,2,288.69,12.01,D,0
-2.23888,103.09013,334.96,0.43,0.46,2026-01-06,0701,SNPP,SNPP,n,2,292.79,12.01,D,0
-2.34755,101.21233,344.6,0.49,0.41,2026-01-06,0701,SNPP,SNPP,n,2,299.66,5.65,D,0
-2.33911,101.19305,335.01,0.49,0.41,2026-01-06,0701,SNPP,SNPP,n,2,299.27,4.59,D,0
-2.22213,101.15408,339.29,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,299.23,6.62,D,0
-2.2184,101.15347,331.38,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,298.4,6.62,D,0
-2.22079,101.15502,333.52,0.49,0.41,2026-01-06,0701,SNPP,SNPP,n,2,297.63,6.39,D,0
-2.22146,101.15066,332.68,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,300.13,6.39,D,0
-2.11959,101.16592,334.59,0.49,0.41,2026-01-06,0701,SNPP,SNPP,n,2,298.38,4.86,D,0
-2.1189,101.16664,334.51,0.5,0.41,2026-01-06,0701,SNPP,SNPP,n,2,298.7,5.24,D,0
-2.05079,101.08801,333.03,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,296.49,15.61,D,0
-2.04778,101.08284,333.3,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,295.8,4.45,D,0
-1.75881,102.7477,356.97,0.41,0.45,2026-01-06,0701,SNPP,SNPP,n,2,289.02,10.66,D,0
-1.76135,102.74753,356.51,0.41,0.45,2026-01-06,0701,SNPP,SNPP,n,2,290.01,10.97,D,0
-2.01698,101.02584,332.29,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,297.89,2.4,D,0
-2.00821,101.03336,334.46,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,297.4,3.52,D,0
-1.99641,101.03583,330.55,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,295.48,4.08,D,0
-1.98022,101.04198,341.82,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,299.1,23.82,D,0
-1.93207,100.98508,345.72,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,296.98,5.45,D,0
-1.86856,100.96888,333.61,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,300.2,12.24,D,0
-1.85364,101.01569,330.6,0.49,0.4,2026-01-06,0701,SNPP,SNPP,n,2,295.73,2.18,D,0
0.895,97.8729,331.38,0.39,0.36,2026-01-06,0702,SNPP,SNPP,n,2,290.59,2.01,D,0
0.89837,97.87241,333.51,0.39,0.36,2026-01-06,0702,SNPP,SNPP,n,2,291.14,2.01,D,0
2.29632,98.88738,332.04,0.43,0.38,2026-01-06,0702,SNPP,SNPP,n,2,289.96,2.31,D,0
2.23383,98.16688,345.59,0.41,0.37,2026-01-06,0702,SNPP,SNPP,n,2,293.6,9.04,D,0
2.5751,98.07009,336.78,0.41,0.37,2026-01-06,0702,SNPP,SNPP,n,2,269.05,3.83,D,0
3.41137,97.83466,325.3,0.41,0.37,2026-01-06,0703,SNPP,SNPP,n,2,286.25,1.69,D,0
4.13628,97.04762,325.72,0.39,0.36,2026-01-06,0703,SNPP,SNPP,n,2,274.85,1.79,D,0
-8.27219,123.50697,352.24,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,269.62,18.02,N,1
-8.27619,123.53783,327.5,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,267.45,10.58,N,0
-8.2705,123.50982,346.34,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,269.25,5.55,N,1
-8.27419,123.54017,316.45,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,266.6,5.55,N,0
-8.279,123.52145,310.17,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,265.36,5.55,N,0
-8.2813,123.5402,302.99,0.7,0.75,2026-01-06,1803,SNPP,SNPP,n,2,265.71,5.55,N,0
-8.11302,112.92558,342.68,0.44,0.38,2026-01-06,1804,SNPP,SNPP,n,2,289.11,13.39,N,1
-8.11665,112.92572,315.87,0.44,0.38,2026-01-06,1804,SNPP,SNPP,n,2,268.67,13.39,N,1
-8.11733,112.93026,302.89,0.44,0.39,2026-01-06,1804,SNPP,SNPP,n,2,269.92,1.12,N,1
-8.12169,112.93523,295.88,0.44,0.39,2026-01-06,1804,SNPP,SNPP,n,2,272.77,0.95,N,0
5.22411,97.07417,301.25,0.37,0.58,2026-01-06,1941,SNPP,SNPP,n,2,268.26,2.14,N,2
0.49344,127.9849,325.33,0.39,0.36,2026-01-07,0501,SNPP,SNPP,n,2,268.57,2.32,D,2
-5.06096,103.87647,330.46,0.39,0.36,2026-01-07,0641,SNPP,SNPP,n,2,291.98,2.38,D,0
-4.88546,103.6,337.01,0.39,0.36,2026-01-07,0641,SNPP,SNPP,n,2,290.07,2.65,D,0
-4.5786,104.01131,332.94,0.4,0.37,2026-01-07,0641,SNPP,SNPP,n,2,294.47,5.77,D,0
-4.55489,103.32638,355.29,0.39,0.36,2026-01-07,0641,SNPP,SNPP,n,2,295.7,16.22,D,0
-4.52864,103.29747,336.74,0.39,0.36,2026-01-07,0641,SNPP,SNPP,n,2,292.18,3.25,D,0
-4.52531,103.29696,334.67,0.39,0.36,2026-01-07,0641,SNPP,SNPP,n,2,291.66,3.33,D,0
-4.38312,102.96843,336.57,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,292.82,2.65,D,0
-4.25068,103.03946,328.79,0.39,0.36,2026-01-07,0642,SNPP,SNPP,n,2,292.55,2.17,D,0
-4.15122,102.63058,332.25,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,285.73,3.26,D,0
-3.58937,103.97743,339.96,0.4,0.37,2026-01-07,0642,SNPP,SNPP,n,2,287.15,4.53,D,0
-3.75021,102.46835,350.52,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,277.5,11.67,D,0
-3.45034,104.20155,335.71,0.41,0.37,2026-01-07,0642,SNPP,SNPP,n,2,286.86,5.09,D,0
-3.44693,104.20103,334.86,0.41,0.37,2026-01-07,0642,SNPP,SNPP,n,2,285.29,4.54,D,0
-3.358,104.68378,333.77,0.42,0.38,2026-01-07,0642,SNPP,SNPP,n,2,279.94,4.21,D,0
-3.68765,102.38821,336.26,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,288.1,6.78,D,0
-3.60275,102.43487,341.15,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,286.64,4.49,D,0
-3.53112,102.35248,335.2,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,291.12,3.48,D,0
-3.24128,104.08655,329.9,0.41,0.37,2026-01-07,0642,SNPP,SNPP,n,2,287.8,15.82,D,0
-3.23787,104.08604,337.58,0.41,0.37,2026-01-07,0642,SNPP,SNPP,n,2,284.47,15.82,D,0
-3.53141,102.17204,338.04,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,292.58,7.02,D,0
-3.47571,102.33708,332.5,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,291.19,3.21,D,0
-3.43557,102.08956,329.33,0.39,0.36,2026-01-07,0642,SNPP,SNPP,n,2,292.35,1.88,D,0
-3.08013,103.4161,329.28,0.39,0.36,2026-01-07,0642,SNPP,SNPP,n,2,283.83,2.55,D,0
-3.26886,102.16292,347.14,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,290.67,5.05,D,0
-3.2418,102.11974,330.28,0.38,0.36,2026-01-07,0642,SNPP,SNPP,n,2,289.44,2.39,D,0
-3.19615,102.08456,336.42,0.39,0.36,2026-01-07,0642,SNPP,SNPP,n,2,293.38,5.14,D,0
-2.55494,106.08936,338.69,0.5,0.41,2026-01-07,0642,SNPP,SNPP,n,2,287.16,9.21,D,0
-2.55118,106.08881,328.01,0.5,0.41,2026-01-07,0642,SNPP,SNPP,n,2,287.07,3.05,D,0
